"level","character","readings_on","readings_kun","meaning"
"N1","壇","{""だん"",""たん""}","{}","Podium; Stage; Rostrum; Terrace"
"N1","尼","{""に""}","{""あま""}","Nun"
"N1","概","{""がい""}","{""おおむ.ね""}","Outline; Condition; Approximation; Generally"
"N1","浸","{""しん""}","{""ひた.す"",""ひた.る"",""つ.かる""}","Immersed; Soak; Dip; Steep; Moisten; Wet; Dunk"
"N1","淡","{""たん""}","{""あわ.い""}","Thin; Faint; Pale; Fleeting"
"N1","煮","{""しゃ""}","{""に.る"",""-に"",""に.える"",""に.やす""}","Boil; Cook"
"N1","覆","{""ふく""}","{""おお.う"",""くつがえ.す"",""くつがえ.る""}","Capsize; Cover; Shade; Mantle; Be Ruined"
"N1","謀","{""ぼう"",""む""}","{""はか.る"",""たばか.る"",""はかりごと""}","Conspire; Cheat; Impose On; Plan; Devise; Scheme; Have In Mind; Deceive"
"N1","陶","{""とう""}","{""すえ""}","Pottery; Porcelain"
"N1","隔","{""かく""}","{""へだ.てる"",""へだ.たる""}","Isolate; Alternate; Distance; Separate; Gulf"
"N1","征","{""せい""}","{}","Subjugate; Attack The Rebellious; Collect Taxes"
"N1","陛","{""へい""}","{}","Highness; Steps (of Throne)"
"N1","俗","{""ぞく""}","{}","Vulgar; Customs; Manners; Worldliness; Mundane Things"
"N1","桑","{""そう""}","{""くわ""}","Mulberry"
"N1","潤","{""じゅん""}","{""うるお.う"",""うるお.す"",""うる.む""}","Wet; Be Watered; Profit By; Receive Benefits; Favor; Charm; Steep"
"N1","珠","{""しゅ""}","{""たま""}","Pearl; Gem; Jewel"
"N1","衰","{""すい""}","{""おとろ.える""}","Decline; Wane; Weaken"
"N1","奨","{""しょう"",""そう""}","{""すす.める""}","Exhort; Urge; Encourage"
"N1","劣","{""れつ""}","{""おと.る""}","Inferiority; Be Inferior To; Be Worse"
"N1","勘","{""かん""}","{}","Intuition; Perception; Check; Compare; Sixth Sense"
"N1","妃","{""ひ""}","{""きさき""}","Queen; Princess"
"N1","峰","{""ほう""}","{""みね"",""ね""}","Summit; Peak"
"N1","巧","{""こう""}","{""たく.み"",""たく.む"",""うま.い""}","Adroit; Skilled; Ingenuity"
"N1","邪","{""じゃ""}","{""よこし.ま""}","Wicked; Injustice; Wrong"
"N1","駄","{""だ"",""た""}","{}","Burdensome; Pack Horse; Horse Load; Send By Horse; Trivial; Worthless"
"N1","廷","{""てい""}","{}","Courts; Imperial Court; Government Office"
"N1","簿","{""ぼ""}","{}","Register; Record Book"
"N1","彰","{""しょう""}","{}","Patent; Clear"
"N1","漫","{""まん""}","{""みだり.に"",""そぞ.ろ""}","Cartoon; Involuntarily; Unrestrained; In Spite Of Oneself; Corrupt"
"N1","訂","{""てい""}","{""ただ.す""}","Revise; Correct; Decide"
"N1","諮","{""し""}","{""はか.る""}","Consult With"
"N1","銘","{""めい""}","{}","Inscription; Signature (of Artisan)"
"N1","堤","{""てい""}","{""つつみ""}","Dike; Bank; Embankment"
"N1","漂","{""ひょう""}","{""ただよ.う""}","Drift; Float (on Liquid)"
"N1","翻","{""ほん"",""はん""}","{""ひるがえ.る"",""ひるがえ.す""}","Flip; Turn Over; Wave; Flutter; Change (mind)"
"N1","軌","{""き""}","{}","Rut; Wheel; Track; Model; Way Of Doing"
"N1","后","{""こう"",""ご""}","{""きさき""}","Empress; Queen; After; Behind; Back; Later"
"N1","奮","{""ふん""}","{""ふる.う""}","Stirred Up; Be Invigorated; Flourish"
"N1","亭","{""てい"",""ちん""}","{}","Pavilion; Restaurant; Mansion; Arbor; Cottage; Vaudeville; Music Hall; Stage Name"
"N1","仰","{""ぎょう"",""こう""}","{""あお.ぐ"",""おお.せ"",""お.っしゃる"",""おっしゃ.る""}","Face-up; Look Up; Depend; Seek; Respect; Rever; Drink; Take"
"N1","伯","{""はく""}","{}","Chief; Count; Earl; Uncle; Brazil"
"N3","偶","{""ぐう""}","{""たま""}","Accidentally; Even Number; Couple; Man & Wife; Same Kind"
"N1","墳","{""ふん""}","{}","Tomb; Mound"
"N1","壮","{""そう""}","{""さかん""}","Robust; Manhood; Prosperity"
"N1","把","{""は"",""わ""}","{}","Grasp; Faggot; Bunch; Counter For Bundles"
"N1","搬","{""はん""}","{}","Conveyor; Carry; Transport"
"N1","晶","{""しょう""}","{}","Sparkle; Clear; Crystal"
"N1","洞","{""どう""}","{""ほら""}","Den; Cave; Excavation"
"N1","涯","{""がい""}","{""はて""}","Horizon; Shore; Limit; Bound"
"N1","疫","{""えき"",""やく""}","{}","Epidemic"
"N1","孔","{""こう"",""く""}","{""あな""}","Cavity; Hole; Slit; Very; Great; Exceedingly"
"N3","偉","{""い""}","{""えら.い""}","Admirable; Greatness; Remarkable; Conceited; Famous; Excellent"
"N3","頂","{""ちょう""}","{""いただ.く"",""いただき""}","Place On The Head; Receive; Top Of Head; Top; Summit; Peak"
"N2","召","{""しょう""}","{""め.す""}","Seduce; Call; Send For; Wear; Put On; Ride In; Buy; Eat; Drink; Catch (cold)"
"N2","挟","{""きょう"",""しょう""}","{""はさ.む"",""はさ.まる"",""わきばさ.む"",""さしはさ.む""}","Pinch; Between"
"N2","枯","{""こ""}","{""か.れる"",""か.らす""}","Wither; Die; Dry Up; Be Seasoned"
"N2","沸","{""ふつ""}","{""わ.く"",""わ.かす""}","Seethe; Boil; Ferment; Uproar; Breed"
"N2","濯","{""たく""}","{""すす.ぐ"",""ゆす.ぐ""}","Laundry; Wash; Pour On; Rinse"
"N2","燥","{""そう""}","{""はしゃ.ぐ""}","Parch; Dry Up"
"N2","瓶","{""びん""}","{""かめ""}","Bottle; Vial; Jar; Jug; Vat; Urn"
"N2","耕","{""こう""}","{""たがや.す""}","Till; Plow; Cultivate"
"N2","肯","{""こう""}","{""がえんじ.る""}","Agreement; Consent; Comply With"
"N2","脂","{""し""}","{""あぶら""}","Fat; Grease; Tallow; Lard; Rosin; Gum; Tar"
"N2","膚","{""ふ""}","{""はだ""}","Skin; Body; Grain; Texture; Disposition"
"N2","軒","{""けん""}","{""のき""}","Flats; Counter For Houses; Eaves"
"N2","軟","{""なん""}","{""やわ.らか"",""やわ.らかい""}","Soft"
"N2","郊","{""こう""}","{}","Outskirts; Suburbs; Rural Area"
"N2","隅","{""ぐう""}","{""すみ""}","Corner; Nook"
"N2","隻","{""せき""}","{}","Vessels; Counter For Ships; Fish; Birds; Arrows; One Of A Pair"
"N1","邸","{""てい""}","{""やしき""}","Residence; Mansion"
"N1","郡","{""ぐん""}","{""こおり""}","County; District"
"N1","釈","{""しゃく"",""せき""}","{""とく"",""す.てる"",""ゆる.す""}","Explanation"
"N1","肪","{""ぼう""}","{}","Obese; Fat"
"N1","喚","{""かん""}","{""わめ.く""}","Yell; Cry; Call; Scream; Summon"
"N1","媛","{""えん""}","{""ひめ""}","Beautiful Woman; Princess"
"N1","貞","{""てい""}","{""さだ""}","Upright; Chastity; Constancy; Righteousness"
"N1","玄","{""げん""}","{""くろ"",""くろ.い""}","Mysterious; Occultness; Black; Deep; Profound"
"N1","苗","{""びょう"",""みょう""}","{""なえ"",""なわ-""}","Seedling; Sapling; Shoot"
"N1","渦","{""か""}","{""うず""}","Whirlpool; Eddy; Vortex"
"N1","慈","{""じ""}","{""いつく.しむ""}","Mercy"
"N1","襟","{""きん""}","{""えり""}","Collar; Neck; Lapel; One's Inner Feelings"
"N1","蓮","{""れん""}","{""はす"",""はちす""}","Lotus"
"N1","亮","{""りょう""}","{""あきらか""}","Clear; Help"
"N1","聡","{""そう""}","{""さと.い"",""みみざと.い""}","Wise; Fast Learner"
"N1","浦","{""ほ""}","{""うら""}","Bay; Creek; Inlet; Gulf; Beach; Seacoast"
"N1","塚","{""ちょう""}","{""つか"",""-づか""}","Hillock; Mound"
"N1","陥","{""かん""}","{""おちい.る"",""おとしい.れる""}","Collapse; Fall Into; Cave In; Fall (castle); Slide Into"
"N1","貫","{""かん""}","{""つらぬ.く"",""ぬ.く"",""ぬき""}","Pierce; 8 1/3lbs; Penetrate; Brace"
"N1","覇","{""は"",""はく""}","{""はたがしら""}","Hegemony; Supremacy; Leadership; Champion"
"N1","呂","{""ろ"",""りょ""}","{""せぼね""}","Spine; Backbone"
"N1","擁","{""よう""}","{}","Hug; Embrace; Possess; Protect; Lead"
"N1","孤","{""こ""}","{}","Orphan; Alone"
"N1","賠","{""ばい""}","{}","Compensation; Indemnify"
"N1","鎖","{""さ""}","{""くさり"",""とざ.す""}","Chain; Irons; Connection"
"N1","噴","{""ふん""}","{""ふ.く""}","Erupt; Spout; Emit; Flush Out"
"N1","祥","{""しょう""}","{""さいわ.い"",""きざ.し"",""よ.い"",""つまび.らか""}","Auspicious; Happiness; Blessedness; Good Omen; Good Fortune"
"N1","牲","{""せい""}","{}","Animal Sacrifice; Offering"
"N1","秩","{""ちつ""}","{}","Regularity; Salary; Order"
"N1","唆","{""さ""}","{""そそ.る"",""そそのか.す""}","Tempt; Seduce; Instigate; Promote"
"N1","膨","{""ぼう""}","{""ふく.らむ"",""ふく.れる""}","Swell; Get Fat; Thick"
"N1","芳","{""ほう""}","{""かんば.しい""}","Perfume; Balmy; Favorable; Fragrant"
"N1","恒","{""こう""}","{""つね"",""つねに""}","Constancy; Always"
"N1","倫","{""りん""}","{}","Ethics; Companion"
"N1","陳","{""ちん""}","{""ひ.ねる""}","Exhibit; State; Relate; Explain"
"N1","須","{""す"",""しゅ""}","{""すべから.く"",""すべし"",""ひげ"",""まつ"",""もち.いる"",""もと.める""}","Ought; By All Means; Necessarily"
"N1","偏","{""へん""}","{""かたよ.る""}","Partial; Side; Left-side Radical; Inclining; Biased"
"N1","遇","{""ぐう""}","{""あ.う""}","Meet; Encounter; Interview; Treat; Entertain; Receive; Deal With"
"N1","糧","{""りょう"",""ろう""}","{""かて""}","Provisions; Food; Bread"
"N1","殊","{""しゅ""}","{""こと""}","Particularly; Especially; Exceptionally"
"N1","慢","{""まん""}","{}","Ridicule; Laziness"
"N1","没","{""ぼつ"",""もつ""}","{""おぼ.れる"",""しず.む"",""ない""}","Drown; Sink; Hide; Fall Into; Disappear; Die"
"N1","怠","{""たい""}","{""おこた.る"",""なま.ける""}","Neglect; Laziness"
"N1","遭","{""そう""}","{""あ.う"",""あ.わせる""}","Encounter; Meet; Party; Association; Interview; Join"
"N1","惰","{""だ""}","{}","Lazy; Laziness"
"N1","猟","{""りょう""}","{""かり"",""か.る""}","Game-hunting; Shooting; Game; Bag"
"N1","乃","{""ない"",""だい"",""の"",""あい""}","{""の"",""すなわ.ち"",""なんじ""}","From; Possessive Particle; Whereupon; Accordingly"
"N1","綾","{""りん""}","{""あや""}","Design; Figured Cloth; Twill"
"N1","颯","{""さつ"",""そう""}","{""さっ.と""}","Sudden; Quick; Sound Of The Wind"
"N1","隼","{""しゅん"",""じゅん""}","{""はやぶさ""}","Falcon"
"N1","輔","{""ほ"",""ふ""}","{""たす.ける""}","Help"
"N1","寛","{""かん""}","{""くつろ.ぐ"",""ひろ.い"",""ゆる.やか""}","Tolerant; Leniency; Generosity; Relax; Feel At Home; Be At Ease; Broadminded"
"N1","胞","{""ほう""}","{}","Placenta; Sac; Sheath"
"N1","浄","{""じょう"",""せい""}","{""きよ.める"",""きよ.い""}","Clean; Purify; Cleanse; Exorcise; Manchu Dynasty"
"N1","随","{""ずい""}","{""まにま.に"",""したが.う""}","Follow; Though; Notwithstanding; While; During; Both; All; Obey; Submit To; Comply; At The Mercy Of (the Waves)"
"N1","稿","{""こう""}","{""わら"",""したがき""}","Draft; Copy; Manuscript; Straw"
"N1","丹","{""たん""}","{""に""}","Rust-colored; Red; Red Lead; Pills; Sincerity"
"N1","壌","{""じょう""}","{""つち""}","Lot; Earth; Soil"
"N1","舗","{""ほ""}","{}","Shop; Store; Pave"
"N1","騰","{""とう""}","{""あが.る"",""のぼ.る""}","Leaping Up; Jumping Up; Rising; Advancing; Going"
"N1","緯","{""い""}","{""よこいと"",""ぬき""}","Horizontal; Woof; Left & Right; (parallels Of) Latitude; Prediction"
"N1","艇","{""てい""}","{}","Rowboat; Small Boat"
"N1","披","{""ひ""}","{}","Expose; Open"
"N1","錦","{""きん""}","{""にしき""}","Brocade; Fine Dress; Honors"
"N1","准","{""じゅん""}","{}","Quasi-; Semi-; Associate"
"N1","剰","{""じょう""}","{""あまつさえ"",""あま.り"",""あま.る""}","Surplus; Besides"
"N1","繊","{""せん""}","{}","Slender; Fine; Thin Kimono"
"N1","諭","{""ゆ""}","{""さと.す""}","Rebuke; Admonish; Charge; Warn; Persuade"
"N1","惨","{""さん"",""ざん""}","{""みじ.め"",""いた.む"",""むご.い""}","Wretched; Disaster; Cruelty; Harsh"
"N1","虐","{""ぎゃく""}","{""しいた.げる""}","Tyrannize; Oppress"
"N1","据","{""きょ""}","{""す.える"",""す.わる""}","Set; Lay A Foundation; Install; Equip; Squat Down; Sit Down"
"N1","徐","{""じょ""}","{""おもむ.ろに""}","Gradually; Slowly; Deliberately; Gently"
"N1","搭","{""とう""}","{}","Board; Load (a Vehicle); Ride"
"N1","鯉","{""り""}","{""こい""}","Carp"
"N1","緋","{""ひ""}","{""あけ"",""あか""}","Scarlet; Cardinal"
"N1","曙","{""しょ""}","{""あけぼの""}","Dawn; Daybreak"
"N1","胡","{""う"",""こ"",""ご""}","{""なんぞ""}","Barbarian; Foreign"
"N1","帥","{""すい""}","{}","Commander; Leading Troops; Governor"
"N1","啓","{""けい""}","{""ひら.く"",""さと.す""}","Disclose; Open; Say"
"N1","葵","{""き""}","{""あおい""}","Hollyhock"
"N1","駿","{""しゅん"",""すん""}","{""すぐ.れる""}","A Good Horse; Speed; A Fast Person"
"N1","諒","{""りょう""}","{""あきら.か"",""まことに""}","Fact; Reality; Understand; Appreciate"
"N1","莉","{""り"",""らい"",""れい""}","{}","Jasmine"
"N1","鯨","{""げい""}","{""くじら""}","Whale"
"N1","荘","{""そう"",""しょう"",""ちゃん""}","{""ほうき"",""おごそ.か""}","Villa; Inn; Cottage; Feudal Manor; Solemn; Dignified"
"N1","栽","{""さい""}","{}","Plantation; Planting"
"N1","拐","{""かい""}","{}","Kidnap; Falsify"
"N1","冠","{""かん""}","{""かんむり""}","Crown; Best; Peerless"
"N1","勲","{""くん""}","{""いさお""}","Meritorious Deed; Merit"
"N1","酬","{""しゅう"",""しゅ"",""とう""}","{""むく.いる""}","Repay; Reward; Retribution"
"N1","紋","{""もん""}","{}","Family Crest; Figures"
"N1","卸","{""しゃ""}","{""おろ.す"",""おろし"",""おろ.し""}","Wholesale"
"N1","欄","{""らん""}","{""てすり""}","Column; Handrail; Blank; Space"
"N1","逸","{""いつ""}","{""そ.れる"",""そ.らす"",""はぐ.れる""}","Deviate; Idleness; Leisure; Miss The Mark; Evade; Elude; Parry; Diverge"
"N1","尚","{""しょう""}","{""なお""}","Esteem; Furthermore; Still; Yet"
"N1","顕","{""けん""}","{""あきらか"",""あらわ.れる""}","Appear; Existing"
"N1","粛","{""しゅく"",""すく""}","{""つつし.む""}","Solemn; Quietly; Softly"
"N1","愚","{""ぐ""}","{""おろ.か""}","Foolish; Folly; Absurdity; Stupid"
"N1","庶","{""しょ""}","{}","Commoner; All; Bastard"
"N1","践","{""せん""}","{""ふ.む""}","Tread; Step On; Trample; Practice; Carry Through"
"N1","呈","{""てい""}","{}","Display; Offer; Present; Send; Exhibit"
"N1","疎","{""そ"",""しょ""}","{""うと.い"",""うと.む"",""まば.ら""}","Alienate; Rough; Neglect; Shun; Sparse; Penetrate"
"N1","疾","{""しつ""}","{""はや.い""}","Rapidly"
"N1","謡","{""よう""}","{""うた.い"",""うた.う""}","Song; Sing; Ballad; Noh Chanting"
"N1","鎌","{""れん"",""けん""}","{""かま""}","Sickle; Scythe; Trick"
"N1","酷","{""こく""}","{""ひど.い""}","Cruel; Severe; Atrocious; Unjust"
"N1","叙","{""じょ""}","{""つい.ず"",""ついで""}","Confer; Relate; Narrate; Describe"
"N1","且","{""しょ"",""そ"",""しょう""}","{""か.つ""}","Moreover; Also; Furthermore"
"N1","痴","{""ち""}","{""し.れる"",""おろか""}","Stupid; Foolish"
"N1","茎","{""けい"",""きょう""}","{""くき""}","Stalk; Stem"
"N1","阿","{""あ"",""お""}","{""おもね.る"",""くま""}","Africa; Flatter; Fawn Upon; Corner; Nook; Recess"
"N1","悠","{""ゆう""}","{}","Permanence; Distant; Long Time; Leisure"
"N1","杏","{""きょう"",""あん"",""こう""}","{""あんず""}","Apricot"
"N1","茜","{""せん""}","{""あかね""}","Madder; Red Dye; Turkey Red"
"N1","栞","{""かん""}","{""しおり""}","Bookmark; Guidebook"
"N1","伏","{""ふく""}","{""ふ.せる"",""ふ.す""}","Prostrated; Bend Down; Bow; Cover; Lay (pipes)"
"N1","鎮","{""ちん""}","{""しず.める"",""しず.まる"",""おさえ""}","Tranquilize; Ancient Peace-preservation Centers"
"N1","奉","{""ほう"",""ぶ""}","{""たてまつ.る"",""まつ.る"",""ほう.ずる""}","Observance; Offer; Present; Dedicate"
"N1","憂","{""ゆう""}","{""うれ.える"",""うれ.い"",""う.い"",""う.き""}","Melancholy; Grieve; Lament; Be Anxious; Sad; Unhappy"
"N1","朴","{""ぼく""}","{""ほう"",""ほお"",""えのき""}","Crude; Simple; Plain; Docile"
"N1","惜","{""せき""}","{""お.しい"",""お.しむ""}","Pity; Be Sparing Of; Frugal; Stingy; Regret"
"N1","佳","{""か""}","{}","Excellent; Beautiful; Good; Pleasing; Skilled"
"N1","悼","{""とう""}","{""いた.む""}","Lament; Grieve Over"
"N1","該","{""がい""}","{}","Above-stated; The Said; That Specific"
"N1","赴","{""ふ""}","{""おもむ.く""}","Proceed; Get; Become; Tend"
"N1","髄","{""ずい""}","{}","Marrow; Pith; Essence"
"N1","傍","{""ぼう""}","{""かたわ.ら"",""わき"",""おか-"",""はた"",""そば""}","Bystander; Side; Besides; While; Nearby; Third Person"
"N1","累","{""るい""}","{}","Accumulate; Involvement; Trouble; Tie Up; Continually"
"N1","癒","{""ゆ""}","{""い.える"",""いや.す"",""い.やす""}","Healing; Cure; Quench (thirst); Wreak"
"N1","郭","{""かく""}","{""くるわ""}","Enclosure; Quarters; Fortification; Red-light District"
"N1","尿","{""にょう""}","{""ゆばり"",""いばり"",""しと""}","Urine"
"N1","賓","{""ひん""}","{}","V.i.p.; Guest"
"N1","虜","{""りょ"",""ろ""}","{""とりこ"",""とりく""}","Captive; Barbarian; Low Epithet For The Enemy"
"N1","憾","{""かん""}","{""うら.む""}","Remorse; Regret; Be Sorry"
"N1","弥","{""み"",""び""}","{""や"",""いや"",""いよ.いよ"",""わた.る""}","All The More; Increasingly"
"N1","粗","{""そ""}","{""あら.い"",""あら-""}","Coarse; Rough; Rugged"
"N1","循","{""じゅん""}","{}","Sequential; Follow"
"N1","凝","{""ぎょう""}","{""こ.る"",""こ.らす"",""こご.らす"",""こご.らせる"",""こご.る""}","Congeal; Freeze; Stiff; Be Absorbed In"
"N1","昌","{""しょう""}","{""さかん""}","Prosperous; Bright; Clear"
"N1","旦","{""たん"",""だん""}","{""あき.らか"",""あきら"",""ただし"",""あさ"",""あした""}","Daybreak; Dawn; Morning"
"N1","愉","{""ゆ""}","{""たの.しい"",""たの.しむ""}","Pleasure; Happy; Rejoice"
"N1","抹","{""まつ""}","{}","Rub; Paint; Erase"
"N1","栓","{""せん""}","{}","Plug; Bolt; Cork; Bung; Stopper"
"N1","之","{""し""}","{""の"",""これ"",""ゆく"",""この""}","Of; This"
"N1","遼","{""りょう""}","{}","Distant"
"N1","瑛","{""えい""}","{}","Sparkle Of Jewelry; Crystal"
"N1","那","{""な"",""だ""}","{""なに"",""なんぞ"",""いかん""}","What?"
"N1","拍","{""はく"",""ひょう""}","{}","Clap; Beat (music)"
"N1","猶","{""ゆう"",""ゆ""}","{""なお""}","Furthermore; Still; Yet"
"N1","宰","{""さい""}","{}","Superintend; Manager; Rule"
"N1","寂","{""じゃく"",""せき""}","{""さび"",""さび.しい"",""さび.れる"",""さみ.しい""}","Loneliness; Quietly; Mellow; Mature; Death Of A Priest"
"N1","縫","{""ほう""}","{""ぬ.う""}","Sew; Stitch; Embroider"
"N1","呉","{""ご""}","{""く.れる"",""くれ""}","Give; Do Something For; Kingdom Of Wu"
"N1","凡","{""ぼん"",""はん""}","{""およ.そ"",""おうよ.そ"",""すべ.て""}","Commonplace; Ordinary; Mediocre"
"N1","恭","{""きょう""}","{""うやうや.しい""}","Respect; Reverent"
"N1","錯","{""さく"",""しゃく""}","{}","Confused; Mix; Be In Disorder"
"N1","穀","{""こく""}","{}","Cereals; Grain"
"N1","陵","{""りょう""}","{""みささぎ""}","Mausoleum; Imperial Tomb; Mound; Hill"
"N1","弊","{""へい""}","{}","Abuse; Evil; Vice; Breakage"
"N1","舶","{""はく""}","{}","Liner; Ship"
"N1","窮","{""きゅう"",""きょう""}","{""きわ.める"",""きわ.まる"",""きわ.まり"",""きわ.み""}","Hard Up; Destitute; Suffer; Perplexed; Cornered"
"N1","悦","{""えつ""}","{""よろこ.ぶ"",""よろこ.ばす""}","Ecstasy; Joy; Rapture"
"N1","縛","{""ばく""}","{""しば.る""}","Truss; Arrest; Bind; Tie; Restrain"
"N1","轄","{""かつ""}","{""くさび""}","Control; Wedge"
"N1","弦","{""げん""}","{""つる""}","Bowstring; Chord; Hypotenuse"
"N1","窒","{""ちつ""}","{}","Plug Up; Obstruct"
"N1","洪","{""こう""}","{}","Deluge; Flood; Vast"
"N1","摂","{""せつ"",""しょう""}","{""おさ.める"",""かね.る"",""と.る""}","Vicarious; Surrogate; Act In Addition To; Take In; Absorb"
"N1","飽","{""ほう""}","{""あ.きる"",""あ.かす"",""あ.く""}","Sated; Tired Of; Bored; Satiate"
"N1","紳","{""しん""}","{}","Sire; Good Belt; Gentleman"
"N1","庸","{""よう""}","{}","Commonplace; Ordinary; Employment"
"N1","靖","{""せい"",""じょう""}","{""やす.んじる""}","Peaceful"
"N1","嘉","{""か""}","{""よみ.する"",""よい""}","Applaud; Praise; Esteem; Happy; Auspicious"
"N1","搾","{""さく""}","{""しぼ.る""}","Squeeze"
"N1","蝶","{""ちょう""}","{}","Butterfly"
"N1","碑","{""ひ""}","{""いしぶみ""}","Tombstone; Monument"
"N1","尉","{""い"",""じょう""}","{}","Military Officer; Jailer; Old Man; Rank"
"N1","匠","{""しょう""}","{""たくみ""}","Artisan; Workman; Carpenter"
"N1","遥","{""よう""}","{""はる.か""}","Far Off; Distant; Long Ago"
"N1","智","{""ち""}","{}","Wisdom; Intellect; Reason"
"N1","賊","{""ぞく""}","{}","Burglar; Rebel; Traitor; Robber"
"N1","鼓","{""こ""}","{""つづみ""}","Drum; Beat; Rouse; Muster"
"N1","旋","{""せん""}","{""め.ぐる"",""いばり""}","Rotation; Go Around"
"N1","腸","{""ちょう""}","{""はらわた"",""わた""}","Intestines; Guts; Bowels; Viscera"
"N1","槽","{""そう""}","{""ふね""}","Vat; Tub; Tank"
"N1","伐","{""ばつ"",""はつ"",""か"",""ぼち""}","{""き.る"",""そむ.く"",""う.つ""}","Fell; Strike; Attack; Punish"
"N1","漬","{""し""}","{""つ.ける"",""つ.かる"",""-づ.け"",""-づけ""}","Pickling; Soak; Moisten; Steep"
"N1","坪","{""へい""}","{""つぼ""}","Two-mat Area; Approx. Thirty-six Sq Ft"
"N1","紺","{""こん""}","{}","Dark Blue; Navy"
"N1","羅","{""ら""}","{""うすもの""}","Gauze; Thin Silk; Rome; Arrange; Spread Out"
"N1","峡","{""きょう"",""こう""}","{""はざま""}","Gorge; Ravine"
"N1","俸","{""ほう""}","{}","Stipend; Salary"
"N1","醸","{""じょう""}","{""かも.す""}","Brew; Cause"
"N1","弔","{""ちょう""}","{""とむら.う"",""とぶら.う""}","Condolences; Mourning; Funeral"
"N1","乙","{""おつ"",""いつ""}","{""おと-"",""きのと""}","The Latter; Duplicate; Strange; Witty; Fishhook Radical (no. 5)"
"N1","遍","{""へん""}","{""あまね.く""}","Everywhere; Times; Widely; Generally"
"N1","衡","{""こう""}","{}","Equilibrium; Measuring Rod; Scale"
"N1","款","{""かん""}","{}","Goodwill; Article; Section; Friendship; Collusion"
"N1","閲","{""えつ""}","{""けみ.する""}","Review; Inspection; Revision"
"N1","喝","{""かつ""}","{}","Hoarse; Scold"
"N1","敢","{""かん""}","{""あ.えて"",""あ.えない"",""あ.えず""}","Daring; Brave; Bold; Sad; Tragic; Pitiful"
"N1","膜","{""まく""}","{}","Membrane"
"N1","盲","{""もう""}","{""めくら""}","Blind; Blind Man; Ignoramus"
"N1","胎","{""たい""}","{}","Womb; Uterus"
"N1","酵","{""こう""}","{}","Fermentation"
"N1","堕","{""だ""}","{""お.ちる"",""くず.す"",""くず.れる""}","Degenerate; Descend To; Lapse Into"
"N1","遮","{""しゃ""}","{""さえぎ.る""}","Intercept; Interrupt; Obstruct"
"N1","凸","{""とつ""}","{""でこ""}","Convex; Beetle Brow; Uneven"
"N1","凹","{""おう""}","{""くぼ.む"",""へこ.む"",""ぼこ""}","Concave; Hollow; Sunken"
"N1","楓","{""ふう""}","{""かえで""}","Maple"
"N1","哉","{""さい""}","{""かな"",""や""}","How; What; Alas; Question Mark; Exclamation Mark"
"N1","蒼","{""そう""}","{""あお.い""}","Blue; Pale"
"N1","瑠","{""る"",""りゅう""}","{}","Lapis Lazuli"
"N1","萌","{""ほう""}","{""も.える"",""きざ.す"",""めばえ"",""きざ.し""}","Show Symptoms Of; Sprout; Bud; Malt"
"N1","硫","{""りゅう""}","{}","Sulphur"
"N1","赦","{""しゃ""}","{}","Pardon; Forgiveness"
"N1","窃","{""せつ""}","{""ぬす.む"",""ひそ.か""}","Stealth; Steal; Secret; Private; Hushed"
"N1","慨","{""がい""}","{}","Rue; Be Sad; Sigh; Lament"
"N1","扶","{""ふ""}","{""たす.ける""}","Aid; Help; Assist"
"N1","戯","{""ぎ"",""げ""}","{""たわむ.れる"",""ざ.れる"",""じゃ.れる""}","Frolic; Play; Sport"
"N1","忌","{""き""}","{""い.む"",""い.み"",""い.まわしい""}","Mourning; Abhor; Detestable; Death Anniversary"
"N1","濁","{""だく"",""じょく""}","{""にご.る"",""にご.す""}","Voiced; Uncleanness; Wrong; Nigori; Impurity"
"N1","奔","{""ほん""}","{""はし.る""}","Run; Bustle"
"N1","肖","{""しょう""}","{""あやか.る""}","Resemblance"
"N1","朽","{""きゅう""}","{""く.ちる""}","Decay; Rot; Remain In Seclusion"
"N1","殻","{""かく"",""こく"",""ばい""}","{""から"",""がら""}","Husk; Nut Shell"
"N1","享","{""きょう"",""こう""}","{""う.ける""}","Enjoy; Receive; Undergo; Answer (phone); Take; Get; Catch"
"N1","藩","{""はん""}","{}","Clan; Enclosure"
"N1","媒","{""ばい""}","{""なこうど""}","Mediator; Go-between"
"N1","鶏","{""けい""}","{""にわとり"",""とり""}","Chicken"
"N1","嘱","{""しょく""}","{""しょく.する"",""たの.む""}","Entrust; Request; Send A Message"
"N1","迭","{""てつ""}","{}","Transfer; Alternation"
"N1","椎","{""つい"",""すい""}","{""つち"",""う.つ""}","Chinquapin; Mallet; Spine"
"N1","絹","{""けん""}","{""きぬ""}","Silk"
"N1","陪","{""ばい""}","{}","Obeisance; Follow; Accompany; Attend On"
"N1","剖","{""ぼう""}","{}","Divide"
"N1","譜","{""ふ""}","{}","Musical Score; Music; Note; Staff; Table; Genealogy"
"N1","淑","{""しゅく""}","{""しと.やか""}","Graceful; Gentle; Pure"
"N1","帆","{""はん""}","{""ほ""}","Sail"
"N1","憤","{""ふん""}","{""いきどお.る""}","Aroused; Resent; Be Indignant; Anger"
"N1","酌","{""しゃく""}","{""く.む""}","Bar-tending; Serving Sake; The Host; Draw (water); Ladle; Scoop; Pump"
